title,subject
Let's go camping with Mr. Sillypants,"Humorous stories,Dreams,Camping,Fiction,Picture books,Bears,Naptime,Misadventures,Forests,Sports,Sleep,Humorous fiction,Friendship,Lunches,Accessible book,Protected DAISY"
Babar the magician,"Elephants,Magic tricks,Fiction,Babar (Fictitious character),Picture books,Juvenile fiction,Pictorial works,Children's fiction,Magic, fiction,Elephants, fiction,Accessible book,Protected DAISY"
The King of Quizzical Island,"Fiction,Voyages and travels,Kings, queens, rulers,Questions and answers,Explorers,Picture books,Children's stories,Stories in rhyme,Accessible book,Protected DAISY"
All about Winter Weather,"Weather,Weather, juvenile literature,Winter,Winter, juvenile literature,Cold,Cold, juvenile literature,Picture books"
Mr. Men Little Miss,"Children's fiction,Picture books,Halloween, fiction"
Millie and the Mermaid,"Mermaids,Pictorial works,Juvenile fiction,Swimming,Fiction,Picture books,Accessible book,Protected DAISY"
Fairy House,"Children's fiction,Picture books"
Sniff,"Children's fiction,Picture books"
Snow Kisses,"Children's fiction,Picture books,Toy and movable books"
The Blue Door (First Flight Books Level One),"Fear, fiction,Picture books,Children's fiction,Sleepovers, fiction,Friendship,Fiction,Mistaken identity"
What If Book,"Children's fiction,Fantasy fiction,Picture books"
Moi and Marie Antoinette,"Juvenile fiction,Childhood and youth,Pets,Kings, queens, rulers,Fiction,Dogs,Picture books,Accessible book,Protected DAISY"
P.J. Funnybunny Camps Out,"Fiction,Sex role,Animals,Camping,Picture books,Juvenile fiction,Children's fiction,Camping, fiction,Sex role, fiction,Animals, fiction,Accessible book,Protected DAISY"
Up and down with Percy,"Fiction,Picture books"
Thomas's book of colours,"Color,Colours,Fiction,Picture books"
If I had a lion,"Lions,Picture books,Fiction,Lion"
Dinosaur!,"Stories without words,Dinosaurs,Juvenile fiction,Board books,Fiction,Imagination,Baths,Picture books,Accessible book,Protected DAISY"
Mystery on the Docks 25th Anniversary Edition (Reading Rainbow Book),"Children: Grades 2-3,Picture books for children,Picture books,Mystery and detective stories,Accessible book,Protected DAISY"
Tout mon coeur,"Fiction,Love,Bears,Polar bear,Mother and child,Animals,Mothers and sons,Love stories,Romance fiction,Picture books,Juvenile fiction,Children's fiction,Parent and child, fiction,Bears, fiction,Animals, fiction,Love, fiction,Accessible book,Protected DAISY"
Swapsies,"Children's fiction,Picture books"
Une mauvaise journée pour Benjamin,"Franklin (Fictitious character : Bourgeois),Juvenile fiction,Frustration,Loneliness,Friendship,Picture books for children,Benjamin (Personnage fictif : Bourgeois),Romans, nouvelles, etc. pour la jeunesse,Solitude,Amitié,Livres d'images pour enfants,Mauvaise humeur,Fiction,Ennui,Children's fiction,Franklin (fictitious character : bourgeois), fiction,Loneliness, fiction,Friendship, fiction,Picture books,Accessible book,Protected DAISY"
Meet the monsters,"Juvenile fiction,Monsters,Hotels,Picture books,Fiction,Count Dracula (Fictitious character),Accessible book,Protected DAISY"
Big Smelly Bear,"Hygiene,Juvenile fiction,Odors,Itching,Bears,Picture books,Fiction,Accessible book,Protected DAISY"
Big bouncy bed,"Ben (Fictitious character : Jarman),Pictorial works,Juvenile fiction,Bella (Fictitious character : Jarman),Children's fiction,Picture books,Stories in rhyme,Accessible book,Protected DAISY"
Wonders of the World,"Curiosities and wonders,Curiosities and wonders, juvenile literature,Historic sites,Historic sites, juvenile literature,Natural history,Natural history, juvenile literature,Picture books"
Perfect Guest,"Children's fiction,Picture books"
"Roo, the Roaring Dinosaur","Children's fiction,Picture books"
Lily Loves,"Children's fiction,Short stories,Picture books,Self-esteem, fiction"
Little Green Tow Truck,"Picture books for children,Picture books,Toy and movable books,Trucks, juvenile literature,Trucks"
Big Red Fire Engine,"Fire engines, fiction,Picture books,Children's fiction,Toy and movable books"
Big Red Fire Engine,"Fire engines, fiction,Toy and movable books,Picture books,Children's fiction"
Molly Mischief Saves the World,"Children's fiction,Picture books"
Fergus Barnaby Goes on Holiday,"Children's fiction,Picture books"
Rainbow Fish and the Sea Monsters' Cave,"Children's fiction,Monsters, fiction,Picture books"
A for angel,"Alphabet,Picture books"
"Goodnight, Anne","Children's fiction,Picture books,Shirley, anne (fictitious character), fiction"
Lots of Bots,"Robots,Juvenile fiction,Picture books,Fiction,Accessible book,Protected DAISY"
Baby bedtime,"Bedtime,Pictorial works,Juvenile fiction,Animals,Children's stories,Stories in rhyme,Fiction,Babies,Elephants,Lullabies,Children's fiction,Bedtime, fiction,Animals, fiction,Picture books,Accessible book,Protected DAISY"
Rigby Literacy,"Cities and towns,Miscellanea,Juvenile literature,Readers (Primary),Fiction,Juvenile fiction,Picture books,Accessible book,Protected DAISY"
Campout Challenge,"Children's fiction,Chipmunks, fiction,Camping, fiction,Picture books"
Daddy Lion's Tea Party,"Children's fiction,Humorous stories,Picture books"
For the love of Autumn,"Fiction,Cats,Teachers,Lost and found possessions,Picture books,Lost articles,Juvenile fiction,nyt:picture-books=2008-09-07,New York Times bestseller,Accessible book,Protected DAISY"
Adventure to Wishing Star Waterfall,"Children's fiction,Magic, fiction,Imagination, fiction,Picture books"
Not so Silly Sausage,"Children's fiction,Short stories,Picture books,Trees, fiction"
Blown Away,"Children's fiction,Picture books,Flight, fiction,Home, fiction,Voyages and travels, fiction,Animals, fiction,Arctic regions, fiction,Tropics, fiction"
Moo la La,"Children's fiction,Picture books"
Handstand,"Children's fiction,Picture books"
William Bee's Wonderful World of Trucks,"Trucks,Trucks, juvenile literature,Picture books"
Circus,"Fiction,Circus,Animals,JUVENILE NONFICTION,Humorous Stories,Picture books,Performing Arts,Shapes,Circus performers,Children: Preschool,Children's Books/Ages 4-8 Fiction,Humorous stories,Juvenile fiction,General,Colors,JUVENILE FICTION,Accessible book,Protected DAISY"
Please! thank you!,"Etiquette for children and teenagers,Manners,Fiction,Etiquette,Picture books,Accessible book,Protected DAISY"
Dance! Hug! Sing!,"Children's fiction,Picture books"
My Car,"Automobiles,Fiction,Children's fiction,Automobiles, fiction,Picture books,Accessible book,Protected DAISY"
I saw a ship a-sailing,"Nursery rhymes,Picture books,Children's stories,Accessible book,Protected DAISY"
The Wide Awake Hedgehog,"Children's fiction,Picture books"
Search and Find,"Puzzles,Puzzles, juvenile literature,Dinosaurs,Dinosaurs, juvenile literature,Picture books"
The North Star,"Individuality,Picture books,Juvenile fiction,Fiction,Self-actualization (Psychology),Pictorial works,Accessible book,Protected DAISY"
Drac is back!,"Juvenile fiction,Vampires,Hotels,Picture books,Fiction,Monsters,Hotels, motels,Family life,Hotels and motels,Accessible book,Protected DAISY"
Emily Brown and the Thing,"Rabbits,Pictorial works,Juvenile fiction,Monsters,Children's stories,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY"
The Selfish Crocodile,"Selfishness,Pictorial works,Juvenile fiction,Crocodiles,Jungle animals,Fiction,Mice,Animals,Picture books,Accessible book,Protected DAISY"
Bug Hotel,"Insects,Insects, juvenile literature,Picture books,Toy and movable books"
Do Not Lick This Book,"Microorganisms,Microorganisms, juvenile literature,Microbiology,Picture books"
Dolphins,"Dolphins,Juvenile literature,Dolphins, juvenile literature,Picture books,Accessible book,Protected DAISY"
Christmas Fairy Tale Mix-Up,"Children's fiction,Fairy tales,Picture books"
Oi Cat!,"Children's fiction,Stories in rhyme,Picture books"
Wishing for a Dragon,"Children's fiction,Picture books,Dragons, fiction"
Me and My Dad,"Children's fiction,Picture books"
The Littlest Star,"Children's fiction,Picture books"
Flying Henry,"Children's fiction,Picture books,Flight, fiction,Fantasy fiction,Flight,Juvenile fiction,Toddlers,Fiction,Loneliness,Fantasy,Accessible book,Protected DAISY"
Mary's Little Donkey,"Children's fiction,Jesus christ, fiction,Picture books,Christmas, fiction"
Smelly Ghost,"Children's fiction,Picture books,Food habits,Fiction,Flatulence,Ghosts"
Tacky and the Emperor,"Children's fiction,Picture books,Penguins, fiction"
Castles Sticker Book,"Castles,Castles, juvenile literature,Picture books"
Ella May and the Wishing Stone,"Children's fiction,Picture books,Imagination,Juvenile fiction,Friendship,Sharing,Accessible book,Protected DAISY"
Pippa and Pelle,"Children's fiction,Picture books"
I'm a Ballerina!,"Children's fiction,Picture books,Ballet, fiction"
Baby Shine,"Vocabulary,Vocabulary, juvenile literature,Picture books,Toy and movable books,Children's fiction,Juvenile literature,Textured books,Board books,Pictorial works,Accessible book,Protected DAISY"
Little Steamroller,"Children's fiction,Crime, fiction,Picture books"
Little Train,"Children's fiction,Railroads, fiction,Picture books"
My First ABC,"Alphabet,English language, alphabet, juvenile literature,Picture books,Toy and movable books"
"Best, Best Baby!","Newborn infants,Brothers and sisters,Babies,Juvenile fiction,Pictorial works,Fiction,Children's fiction,Stories in rhyme,Infants, fiction,Picture books,Accessible book,Protected DAISY"
Wobble Bear Says Yellow,"Children's fiction,Color, fiction,Bears, fiction,Picture books,Colors,Pictorial works,Juvenile fiction,Children's stories,Accessible book,Protected DAISY"
LEGO DUPLO - Farm,"Farms, juvenile literature,Farms,Picture books,Toy and movable books"
Spot's Birthday Party,"Children's fiction,Picture books,Toy and movable books"
Big Book of Big Trucks,"Trucks,Trucks, juvenile literature,Picture books"
"Hello Animals, Where Do You Live?","Animals,Animals, juvenile literature,Picture books,Toy and movable books"
Pippa and Pelle in the Winter Snow,"Children's fiction,Picture books,Toy and movable books"
My Book of Counting,"Counting books,Counting, juvenile literature,Animals,Animals, juvenile literature,Picture books,Children's fiction,Counting,Juvenile literature,Board books,Accessible book,Protected DAISY"
Frog and the Birdsong,"Children's fiction,Animals, fiction,Death, fiction,Picture books,Juvenile fiction,Death,Pictorial works,Accessible book,Protected DAISY"
Those Magnificent Sheep in Their Flying Machine,"Children's fiction,Stories in rhyme,Sheep, fiction,Airplanes, fiction,Adventure and adventurers, fiction,Juvenile literature,Picture books for children,Picture books,0-5 years; Fiction; Picture Book; Non-character; Non Tie-in,Sheep,Fiction,Airplanes,Adventure and adventurers,Accessible book,Protected DAISY"
Three Wise Men,"Jesus christ, nativity,Jesus christ, nativity, juvenile literature,Picture books"
Winnie's Big Bad Robot,"Children's fiction,Witches, fiction,Picture books,Juvenile fiction,Winnie the Witch (Fictitious character),Pictorial works,Witches,Robots,Accessible book,Protected DAISY"
Puppies,"Dogs,Dogs, juvenile literature,Picture books,Toy and movable books,Readers,English language,English language, juvenile literature"
First Pictures,"Vocabulary,Vocabulary, juvenile literature,Picture books,Toy and movable books,Accessible book,Protected DAISY"
Treasure Box,"Children's fiction,Books, fiction,Picture books"
Curious George Discovers the Senses,"Children's fiction,Curious george (fictitious character), fiction,Senses and sensation, fiction,Monkeys, fiction,Picture books,Curious George (Fictitious character),Juvenile fiction,Senses and sensation,Fiction,JUVENILE FICTION / Animals / Nocturnal,JUVENILE FICTION / Concepts / Body,JUVENILE FICTION / Concepts / Senses & Sensation,JUVENILE FICTION / Media Tie-In,JUVENILE FICTION / Science & Technology,Human body,Monkeys,Sleep,Curious George (Fictional character),Accessible book,Protected DAISY"
Farm Vehicles!,"Tractors,Agricultural machinery,Agricultural machinery, juvenile literature,Picture books,Children's fiction"
Prince and the Porker,"Children's fiction,Pigs, fiction,Princes, fiction,Stories in rhyme,Picture books"
Twelve Kinds of Ice,"Children's fiction,Picture books"
Pippy,"Children's fiction,Sea horses, fiction,Toy and movable books,Picture books"
Jasper's Beanstalk,"Children's fiction,Picture books"
Candies Save Christmas,"Children's fiction,Christmas, fiction,Picture books"
How the Camel Got His Hump,"Children's fiction,Picture books"
Tell Me What to Dream About,"Children's fiction,Imagination, fiction,Sisters, fiction,Bedtime, fiction,Dreams, fiction,Picture books,Imagination,Bedtime,Sisters,Juvenile fiction,Imagination in children,Dreams,Fiction,Accessible book,Protected DAISY"
How High Is the Sky?,"Children's fiction,Picture books"
Holidays,"Vacations,Holidays, juvenile literature,Picture books,Accessible book,Protected DAISY"
Seasons,"Seasons,Seasons, juvenile literature,Picture books,Children's fiction"
Squish Squash Squeeze!,"Children's fiction,Picture books,Toy and movable books,Mice, fiction"
My Friends,"Friendship,Friendship, juvenile literature,Picture books,Children's fiction,Friendship, fiction"
Count Your Chickens,"Children's fiction,Stories in rhyme,Picture books"
Fluffywuffy,"Children's fiction,Picture books,Pets, fiction,Human-animal relationships, fiction"
Sticker Sports,"Sports,Sports, juvenile literature,Picture books"
Grumpy Cat,"Children's fiction,Cats, fiction,Picture books"
Mommy Book,"Mother and child,Mother and child, juvenile literature,Mothers,Mothers, juvenile literature,Picture books"
Make a Million with Ant and Bee,"Children's fiction,Picture books,Readers"
Where I Live,"Houses,Dwellings, juvenile literature,Picture books,Accessible book,Protected DAISY"
"Twinkle, Twinkle, Little Baby","Children's fiction,Stories in rhyme,Toy and movable books,Picture books,Bedtime, fiction"
Big Bad Mood,"Children's fiction,Picture books"
Touch-and-Feel First Words,"Vocabulary,Vocabulary, juvenile literature,Picture books,Toy and movable books,Color,Color, juvenile literature"
Star Wars - Galactic Atlas,"Motion pictures,Motion pictures, juvenile literature,Picture books,Children's fiction,Adventure and adventurers, fiction,Science fiction"
Melric and the Dragon,"Children's fiction,Dragons, fiction,Picture books,Juvenile fiction,Magicians,Magic,Dragons,Fiction,Accessible book,Protected DAISY"
